musicname,artistname,diff,difficult,level,puc_count
物凄い勢いでけーねが物凄いうた,Halozy,EXH,2,15,51
魔理沙は大変なものを盗んでいきました,ARM(IOSYS),NOV,0,4,14
魔理沙は大変なものを盗んでいきました,ARM(IOSYS),ADV,1,9,6
魔理沙は大変なものを盗んでいきました,ARM(IOSYS),EXH,2,13,25
魔理沙は大変なものを盗んでいきました,ARM(IOSYS),GRV,5,18,0
"Help me, ERINNNNNN!!",ビートまりお（COOL&CREATE）,NOV,0,5,7
"Help me, ERINNNNNN!!",ビートまりお（COOL&CREATE）,ADV,1,10,12
"Help me, ERINNNNNN!!",ビートまりお（COOL&CREATE）,EXH,2,13,46
ケロ⑨destiny,Silver Forest feat. めらみぽっぷ,NOV,0,4,7
ケロ⑨destiny,Silver Forest feat. めらみぽっぷ,ADV,1,10,14
ケロ⑨destiny,Silver Forest feat. めらみぽっぷ,EXH,2,15,43
ケロ⑨destiny,Silver Forest feat. めらみぽっぷ,HVN,6,17,3
色は匂へど散りぬるを,幽閉サテライト feat. senya,NOV,0,2,23
色は匂へど散りぬるを,幽閉サテライト feat. senya,ADV,1,8,7
色は匂へど散りぬるを,幽閉サテライト feat. senya,EXH,2,12,48
-Rayrain-,こなぐすり,NOV,0,3,9
-Rayrain-,こなぐすり,ADV,1,9,11
-Rayrain-,こなぐすり,EXH,2,12,39
ナイト・オブ・ナイツ,ビートまりお（COOL&CREATE）,NOV,0,5,16
ナイト・オブ・ナイツ,ビートまりお（COOL&CREATE）,ADV,1,11,13
ナイト・オブ・ナイツ,ビートまりお（COOL&CREATE）,EXH,2,15,40
ナイト・オブ・ナイツ,ビートまりお（COOL&CREATE）,INF,4,17,5
DesireDrive,岸田教団＆THE明星ロケッツ,NOV,0,5,7
DesireDrive,岸田教団＆THE明星ロケッツ,ADV,1,10,11
DesireDrive,岸田教団＆THE明星ロケッツ,EXH,2,13,45
Silent Story,発熱巫女～ず,NOV,0,2,14
Silent Story,発熱巫女～ず,ADV,1,8,8
Silent Story,発熱巫女～ず,EXH,2,11,48
究極焼肉レストラン！お燐の地獄亭！,ARM(IOSYS),NOV,0,5,4
究極焼肉レストラン！お燐の地獄亭！,ARM(IOSYS),ADV,1,10,7
究極焼肉レストラン！お燐の地獄亭！,ARM(IOSYS),EXH,2,13,49
泡沫、哀のまほろば,幽閉サテライト feat. senya,NOV,0,2,18
泡沫、哀のまほろば,幽閉サテライト feat. senya,ADV,1,8,8
泡沫、哀のまほろば,幽閉サテライト feat. senya,EXH,2,13,22
灰色の空想をつかんで,じろうす,NOV,0,5,9
灰色の空想をつかんで,じろうす,ADV,1,8,8
灰色の空想をつかんで,じろうす,EXH,2,12,28
ナツノメイロ,stereoberry,NOV,0,4,9
ナツノメイロ,stereoberry,ADV,1,11,6
ナツノメイロ,stereoberry,EXH,2,14,28
true feeling？～本当の気持ち♪～,shin,NOV,0,4,7
true feeling？～本当の気持ち♪～,shin,ADV,1,10,9
true feeling？～本当の気持ち♪～,shin,EXH,2,12,19
境界インサニティー,Toma+o,NOV,0,6,8
境界インサニティー,Toma+o,ADV,1,11,6
境界インサニティー,Toma+o,EXH,2,13,5
MANDARA,さたな,NOV,0,5,7
MANDARA,さたな,ADV,1,10,10
MANDARA,さたな,EXH,2,15,18
Disagree Feelings,uno(IOSYS),NOV,0,6,6
Disagree Feelings,uno(IOSYS),ADV,1,11,4
Disagree Feelings,uno(IOSYS),EXH,2,15,22
センチメント,uno(IOSYS),NOV,0,1,28
センチメント,uno(IOSYS),ADV,1,7,9
センチメント,uno(IOSYS),EXH,2,10,52
金縛りの逢を,はるなば,NOV,0,6,4
金縛りの逢を,はるなば,ADV,1,11,5
金縛りの逢を,はるなば,EXH,2,17,6
金縛りの逢を,はるなば,HVN,6,18,7
ケッペキショウ(EXIT TUNES),すこっぷ feat.GUMI,NOV,0,5,6
ケッペキショウ(EXIT TUNES),すこっぷ feat.GUMI,ADV,1,10,6
ケッペキショウ(EXIT TUNES),すこっぷ feat.GUMI,EXH,2,15,74
過食性:アイドル症候群(EXIT TUNES),スズム feat.GUMI＆MAYU,NOV,0,5,11
過食性:アイドル症候群(EXIT TUNES),スズム feat.GUMI＆MAYU,ADV,1,10,12
過食性:アイドル症候群(EXIT TUNES),スズム feat.GUMI＆MAYU,EXH,2,16,25
過食性:アイドル症候群(EXIT TUNES),スズム feat.GUMI＆MAYU,INF,4,17,19
一途な片思い、実らせたい小さな幸せ。(EXIT TUNES),うたたP feat. MAYU,NOV,0,3,8
一途な片思い、実らせたい小さな幸せ。(EXIT TUNES),うたたP feat. MAYU,ADV,1,8,6
一途な片思い、実らせたい小さな幸せ。(EXIT TUNES),うたたP feat. MAYU,EXH,2,12,100
Earthquake Super Shock - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,NOV,0,4,9
Earthquake Super Shock - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,ADV,1,10,5
Earthquake Super Shock - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,EXH,2,15,22
Life is Beautiful,"Music by コバヤシユウヤ, Vocal by Kuroa*",NOV,0,4,8
Life is Beautiful,"Music by コバヤシユウヤ, Vocal by Kuroa*",ADV,1,9,4
Life is Beautiful,"Music by コバヤシユウヤ, Vocal by Kuroa*",EXH,2,13,5
僕たちは此処にいる,でもたまに居場所とか見失うかぼちゃ,NOV,0,4,5
僕たちは此処にいる,でもたまに居場所とか見失うかぼちゃ,ADV,1,9,6
僕たちは此処にいる,でもたまに居場所とか見失うかぼちゃ,EXH,2,13,14
draw!!!!,"Music by PHQUASE, Vocal by ぁゅ",NOV,0,3,14
draw!!!!,"Music by PHQUASE, Vocal by ぁゅ",ADV,1,8,7
draw!!!!,"Music by PHQUASE, Vocal by ぁゅ",EXH,2,12,30
超恋愛☆エクストリーム・ガール,"Music by Ayatsugu_Otowa, Vocal by みゅい",NOV,0,5,6
超恋愛☆エクストリーム・ガール,"Music by Ayatsugu_Otowa, Vocal by みゅい",ADV,1,10,9
超恋愛☆エクストリーム・ガール,"Music by Ayatsugu_Otowa, Vocal by みゅい",EXH,2,15,58
Hello world!,"Music by 源屋, Vocal by SOPHY",NOV,0,3,9
Hello world!,"Music by 源屋, Vocal by SOPHY",ADV,1,10,7
Hello world!,"Music by 源屋, Vocal by SOPHY",EXH,2,13,21
七色のウタ,"Music by 上村香月, Vocal by みゅい",NOV,0,4,8
七色のウタ,"Music by 上村香月, Vocal by みゅい",ADV,1,9,8
七色のウタ,"Music by 上村香月, Vocal by みゅい",EXH,2,13,24
ずっとそばにいさせてよね！,"Music by 音遊人 -mu-jin-, Vocal by みかん汁",NOV,0,4,4
ずっとそばにいさせてよね！,"Music by 音遊人 -mu-jin-, Vocal by みかん汁",ADV,1,8,9
ずっとそばにいさせてよね！,"Music by 音遊人 -mu-jin-, Vocal by みかん汁",EXH,2,15,30
STARDUST MERMAID,"Music by MasKaleido, Vocal by ぁゅ",NOV,0,1,29
STARDUST MERMAID,"Music by MasKaleido, Vocal by ぁゅ",ADV,1,7,12
STARDUST MERMAID,"Music by MasKaleido, Vocal by ぁゅ",EXH,2,12,49
The world of sound,"Music by Ryuwitty, Vocal by Kuroa*",NOV,0,5,7
The world of sound,"Music by Ryuwitty, Vocal by Kuroa*",ADV,1,11,4
The world of sound,"Music by Ryuwitty, Vocal by Kuroa*",EXH,2,17,6
The world of sound,"Music by Ryuwitty, Vocal by Kuroa*",HVN,6,18,4
Wheel,Syrufit feat.綾倉盟 / 市松椿,NOV,0,3,10
Wheel,Syrufit feat.綾倉盟 / 市松椿,ADV,1,11,9
Wheel,Syrufit feat.綾倉盟 / 市松椿,EXH,2,16,27
Wheel,Syrufit feat.綾倉盟 / 市松椿,HVN,6,17,7
秘封倶楽部の未踏世界,君の美術館,NOV,0,2,14
秘封倶楽部の未踏世界,君の美術館,ADV,1,9,10
秘封倶楽部の未踏世界,君の美術館,EXH,2,12,34
Strawberry Crisis,CROW'SCLAW,NOV,0,4,7
Strawberry Crisis,CROW'SCLAW,ADV,1,10,8
Strawberry Crisis,CROW'SCLAW,EXH,2,16,22
ルービックキューブ(EXIT TUNES),otetsu feat.GUMI,NOV,0,2,14
ルービックキューブ(EXIT TUNES),otetsu feat.GUMI,ADV,1,9,12
ルービックキューブ(EXIT TUNES),otetsu feat.GUMI,EXH,2,15,24
ドロボウナイトトリック(EXIT TUNES),ゆちゃP feat.GUMI,NOV,0,4,8
ドロボウナイトトリック(EXIT TUNES),ゆちゃP feat.GUMI,ADV,1,12,6
ドロボウナイトトリック(EXIT TUNES),ゆちゃP feat.GUMI,EXH,2,14,15
孤独の番人(EXIT TUNES),SCL Project（natsuP）feat. MAYU,NOV,0,2,19
孤独の番人(EXIT TUNES),SCL Project（natsuP）feat. MAYU,ADV,1,8,9
孤独の番人(EXIT TUNES),SCL Project（natsuP）feat. MAYU,EXH,2,16,35
孤独の番人(EXIT TUNES),SCL Project（natsuP）feat. MAYU,HVN,6,18,12
仇返しシンドローム(EXIT TUNES),まふまふ feat.IA,NOV,0,4,7
仇返しシンドローム(EXIT TUNES),まふまふ feat.IA,ADV,1,10,12
仇返しシンドローム(EXIT TUNES),まふまふ feat.IA,EXH,2,15,12
ワールド・ランプシェード(EXIT TUNES),りょーくん,NOV,0,1,21
ワールド・ランプシェード(EXIT TUNES),りょーくん,ADV,1,7,8
ワールド・ランプシェード(EXIT TUNES),りょーくん,EXH,2,12,23
Raptate,削除,NOV,0,4,8
Raptate,削除,ADV,1,9,4
Raptate,削除,EXH,2,12,24
待チ人ハ来ズ。,豚乙女,NOV,0,3,13
待チ人ハ来ズ。,豚乙女,ADV,1,7,10
待チ人ハ来ズ。,豚乙女,EXH,2,12,90
Mother Ship (C-YA MIX),C-YA,NOV,0,4,9
Mother Ship (C-YA MIX),C-YA,ADV,1,11,2
Mother Ship (C-YA MIX),C-YA,EXH,2,15,28
Foolish Hero,lapix,NOV,0,4,11
Foolish Hero,lapix,ADV,1,10,10
Foolish Hero,lapix,EXH,2,14,38
ファンタジースター(EXIT TUNES),ぐるたみん,NOV,0,2,20
ファンタジースター(EXIT TUNES),ぐるたみん,ADV,1,8,10
ファンタジースター(EXIT TUNES),ぐるたみん,EXH,2,13,28
非公開日誌(EXIT TUNES),みきとP feat.GUMI,NOV,0,2,20
非公開日誌(EXIT TUNES),みきとP feat.GUMI,ADV,1,7,14
非公開日誌(EXIT TUNES),みきとP feat.GUMI,EXH,2,12,50
Next infection,Sanaas,NOV,0,4,7
Next infection,Sanaas,ADV,1,10,5
Next infection,Sanaas,EXH,2,15,20
dream control,C-YA,NOV,0,4,7
dream control,C-YA,ADV,1,10,6
dream control,C-YA,EXH,2,11,17
東方妖々夢 ～the maximum moving about～,石鹸屋,NOV,0,2,20
東方妖々夢 ～the maximum moving about～,石鹸屋,ADV,1,8,7
東方妖々夢 ～the maximum moving about～,石鹸屋,EXH,2,13,19
トーキョープレジャーグラウンド(EXIT TUNES),灯油,NOV,0,2,18
トーキョープレジャーグラウンド(EXIT TUNES),灯油,ADV,1,10,8
トーキョープレジャーグラウンド(EXIT TUNES),灯油,EXH,2,13,27
DELETED MOTION,たちのん,NOV,0,3,12
DELETED MOTION,たちのん,ADV,1,11,3
DELETED MOTION,たちのん,EXH,2,13,15
Daily Lunch Special (tpz Overcute Remix),t+pazolite,NOV,0,3,8
Daily Lunch Special (tpz Overcute Remix),t+pazolite,ADV,1,9,8
Daily Lunch Special (tpz Overcute Remix),t+pazolite,EXH,2,13,15
Diffused Reflection,ニシジマユーキ,NOV,0,3,9
Diffused Reflection,ニシジマユーキ,ADV,1,10,7
Diffused Reflection,ニシジマユーキ,EXH,2,12,24
蒼空に舞え、墨染の桜,さゆり (Silver Forest),NOV,0,1,36
蒼空に舞え、墨染の桜,さゆり (Silver Forest),ADV,1,6,9
蒼空に舞え、墨染の桜,さゆり (Silver Forest),EXH,2,11,87
星霜輪廻～Repeat～,EastNewSound feat. 茶太,NOV,0,2,15
星霜輪廻～Repeat～,EastNewSound feat. 茶太,ADV,1,8,12
星霜輪廻～Repeat～,EastNewSound feat. 茶太,EXH,2,13,23
青春☆してるかい？READY&LADY!,LV.4 feat.みゆ,NOV,0,5,5
青春☆してるかい？READY&LADY!,LV.4 feat.みゆ,ADV,1,10,8
青春☆してるかい？READY&LADY!,LV.4 feat.みゆ,EXH,2,13,7
Starlight Express,ginkiha,NOV,0,4,9
Starlight Express,ginkiha,ADV,1,9,9
Starlight Express,ginkiha,EXH,2,16,9
SCAPEGOAT BOY - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,NOV,0,2,14
SCAPEGOAT BOY - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,ADV,1,8,8
SCAPEGOAT BOY - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,EXH,2,14,23
自由のための不自由,上村香月,NOV,0,3,7
自由のための不自由,上村香月,ADV,1,9,6
自由のための不自由,上村香月,EXH,2,11,21
GIGI BABA,ヒゲドライバー,NOV,0,4,12
GIGI BABA,ヒゲドライバー,ADV,1,9,5
GIGI BABA,ヒゲドライバー,EXH,2,13,4
十面相（フリーダムver.）(EXIT TUNES),YM feat.__(アンダーバー）,NOV,0,3,10
十面相（フリーダムver.）(EXIT TUNES),YM feat.__(アンダーバー）,ADV,1,7,12
十面相（フリーダムver.）(EXIT TUNES),YM feat.__(アンダーバー）,EXH,2,14,100
She is my wife すーぱーアイドル☆ミツル子Remixちゃん,高井さんとuno(IOSYS),NOV,0,4,10
She is my wife すーぱーアイドル☆ミツル子Remixちゃん,高井さんとuno(IOSYS),ADV,1,10,5
She is my wife すーぱーアイドル☆ミツル子Remixちゃん,高井さんとuno(IOSYS),EXH,2,15,6
Sakura Reflection (P*Light Slayer Remix),P*Light,NOV,0,4,7
Sakura Reflection (P*Light Slayer Remix),P*Light,ADV,1,11,6
Sakura Reflection (P*Light Slayer Remix),P*Light,EXH,2,15,100
Sakura Reflection (P*Light Slayer Remix),P*Light,VVD,7,18,55
concon (picom'n'bass rmx),kamome sano,NOV,0,4,8
concon (picom'n'bass rmx),kamome sano,ADV,1,10,5
concon (picom'n'bass rmx),kamome sano,EXH,2,13,15
げきオコスティックファイナリアリティぷんぷんマスタースパーク,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),NOV,0,3,9
げきオコスティックファイナリアリティぷんぷんマスタースパーク,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),ADV,1,11,6
げきオコスティックファイナリアリティぷんぷんマスタースパーク,ARM(IOSYS) feat.ビートまりお(COOL&CREATE),EXH,2,14,27
Goodbye-bye Planet,黒魔,NOV,0,5,11
Goodbye-bye Planet,黒魔,ADV,1,10,5
Goodbye-bye Planet,黒魔,EXH,2,14,26
神々の祈り,舞風-MAIKAZE/沙紗飛鳥,NOV,0,1,32
神々の祈り,舞風-MAIKAZE/沙紗飛鳥,ADV,1,7,13
神々の祈り,舞風-MAIKAZE/沙紗飛鳥,EXH,2,10,76
エピクロスの虹はもう見えない,SYNC.ART'S feat. 美里,NOV,0,1,37
エピクロスの虹はもう見えない,SYNC.ART'S feat. 美里,ADV,1,7,16
エピクロスの虹はもう見えない,SYNC.ART'S feat. 美里,EXH,2,12,100
Vindicator,void (Mournfinale),NOV,0,5,8
Vindicator,void (Mournfinale),ADV,1,9,8
Vindicator,void (Mournfinale),EXH,2,15,11
UNLIMITED FIRE (DJ Amane Remix),DJ Amane,NOV,0,3,12
UNLIMITED FIRE (DJ Amane Remix),DJ Amane,ADV,1,9,5
UNLIMITED FIRE (DJ Amane Remix),DJ Amane,EXH,2,13,13
アノ華咲クヤ,幽閉サテライト with 岸田教団＆THE明星ロケッツ feat.ichigo & senya,NOV,0,3,12
アノ華咲クヤ,幽閉サテライト with 岸田教団＆THE明星ロケッツ feat.ichigo & senya,ADV,1,11,5
アノ華咲クヤ,幽閉サテライト with 岸田教団＆THE明星ロケッツ feat.ichigo & senya,EXH,2,14,47
魔境堕天録サリエル,Unlucky Morpheus,NOV,0,3,10
魔境堕天録サリエル,Unlucky Morpheus,ADV,1,9,9
魔境堕天録サリエル,Unlucky Morpheus,EXH,2,14,19
魔境堕天録サリエル,Unlucky Morpheus,HVN,6,18,3
Fly to Next World (syzfonics Remix),syzfonics,NOV,0,3,9
Fly to Next World (syzfonics Remix),syzfonics,ADV,1,7,17
Fly to Next World (syzfonics Remix),syzfonics,EXH,2,12,39
Power of Battle (SDVX EDIT),RoughSketch vs REDALiCE feat.イザベル,NOV,0,4,12
Power of Battle (SDVX EDIT),RoughSketch vs REDALiCE feat.イザベル,ADV,1,10,5
Power of Battle (SDVX EDIT),RoughSketch vs REDALiCE feat.イザベル,EXH,2,13,22
Tomato Leaf Breaks,millstones,NOV,0,5,9
Tomato Leaf Breaks,millstones,ADV,1,9,8
Tomato Leaf Breaks,millstones,EXH,2,13,16
Two Fates,発熱巫女～ず,NOV,0,2,15
Two Fates,発熱巫女～ず,ADV,1,6,12
Two Fates,発熱巫女～ず,EXH,2,11,37
天狗の落とし文 feat. ｙｔｒ,魂音泉,NOV,0,2,23
天狗の落とし文 feat. ｙｔｒ,魂音泉,ADV,1,9,14
天狗の落とし文 feat. ｙｔｒ,魂音泉,EXH,2,13,100
Keep Going!,REDALiCE feat. 野宮あゆみ,NOV,0,3,12
Keep Going!,REDALiCE feat. 野宮あゆみ,ADV,1,9,10
Keep Going!,REDALiCE feat. 野宮あゆみ,EXH,2,13,45
Qubism,Hate vs Brilliance,NOV,0,5,10
Qubism,Hate vs Brilliance,ADV,1,11,8
Qubism,Hate vs Brilliance,EXH,2,16,24
Qubism,Hate vs Brilliance,HVN,6,18,4
Antinomie (SDVX EDIT),void(IOSYS) feat. 厚志(石鹸屋),NOV,0,5,10
Antinomie (SDVX EDIT),void(IOSYS) feat. 厚志(石鹸屋),ADV,1,10,4
Antinomie (SDVX EDIT),void(IOSYS) feat. 厚志(石鹸屋),EXH,2,13,20
WobbleTangleFestival,Relect,NOV,0,3,10
WobbleTangleFestival,Relect,ADV,1,8,6
WobbleTangleFestival,Relect,EXH,2,13,10
ませまてぃっく♥ま+ま=まじっく！,かめりあ feat. ななひら,NOV,0,4,10
ませまてぃっく♥ま+ま=まじっく！,かめりあ feat. ななひら,ADV,1,9,8
ませまてぃっく♥ま+ま=まじっく！,かめりあ feat. ななひら,EXH,2,15,42
Party Stream !!,DJ Amane,NOV,0,4,11
Party Stream !!,DJ Amane,ADV,1,9,8
Party Stream !!,DJ Amane,EXH,2,15,17
honey trap,そよもぎ,NOV,0,2,14
honey trap,そよもぎ,ADV,1,7,11
honey trap,そよもぎ,EXH,2,12,15
サンドリヨン(EXIT TUNES),Dios/シグナルP,NOV,0,4,13
サンドリヨン(EXIT TUNES),Dios/シグナルP,ADV,1,9,11
サンドリヨン(EXIT TUNES),Dios/シグナルP,EXH,2,13,61
サリシノハラ(EXIT TUNES),みきとP,NOV,0,3,8
サリシノハラ(EXIT TUNES),みきとP,ADV,1,9,7
サリシノハラ(EXIT TUNES),みきとP,EXH,2,12,30
こちら、幸福安心委員会です。(EXIT TUNES),うたたP,NOV,0,2,29
こちら、幸福安心委員会です。(EXIT TUNES),うたたP,ADV,1,12,28
こちら、幸福安心委員会です。(EXIT TUNES),うたたP,EXH,2,15,100
こちら、幸福安心委員会です。(EXIT TUNES),うたたP,VVD,7,18,21
音楽 -壊音楽 mix-,LeaF,NOV,0,5,6
音楽 -壊音楽 mix-,LeaF,ADV,1,11,1
音楽 -壊音楽 mix-,LeaF,EXH,2,17,13
En FIRE-G SOUL,Yooh,NOV,0,4,12
En FIRE-G SOUL,Yooh,ADV,1,9,9
En FIRE-G SOUL,Yooh,EXH,2,13,32
VALLIS-NERIA,DJ YOSHITAKA,NOV,0,6,6
VALLIS-NERIA,DJ YOSHITAKA,ADV,1,11,2
VALLIS-NERIA,DJ YOSHITAKA,EXH,2,18,1
I'm so Happy,Ryu☆,NOV,0,4,17
I'm so Happy,Ryu☆,ADV,1,9,11
I'm so Happy,Ryu☆,EXH,2,16,14
ロストワンの号哭(EXIT TUNES),Neru,NOV,0,3,12
ロストワンの号哭(EXIT TUNES),Neru,ADV,1,8,12
ロストワンの号哭(EXIT TUNES),Neru,EXH,2,13,13
ロストワンの号哭(EXIT TUNES),Neru,GRV,5,16,11
Lieselotte,wa.,NOV,0,4,10
Lieselotte,wa.,ADV,1,8,6
Lieselotte,wa.,EXH,2,15,25
ラクガキスト(EXIT TUNES),cosMo＠暴走P feat.GUMI,NOV,0,5,8
ラクガキスト(EXIT TUNES),cosMo＠暴走P feat.GUMI,ADV,1,10,12
ラクガキスト(EXIT TUNES),cosMo＠暴走P feat.GUMI,EXH,2,16,31
ラクガキスト(EXIT TUNES),cosMo＠暴走P feat.GUMI,VVD,7,19,14
Bad ∞ End ∞ Night(EXIT TUNES),ひとしずく×やま△,NOV,0,3,12
Bad ∞ End ∞ Night(EXIT TUNES),ひとしずく×やま△,ADV,1,8,15
Bad ∞ End ∞ Night(EXIT TUNES),ひとしずく×やま△,EXH,2,13,31
隅田川夏恋歌 (I/O Angel mix),Daisuke Ohnuma(大福P),NOV,0,3,12
隅田川夏恋歌 (I/O Angel mix),Daisuke Ohnuma(大福P),ADV,1,8,40
隅田川夏恋歌 (I/O Angel mix),Daisuke Ohnuma(大福P),EXH,2,12,30
カラルの月 Verdammt Remix,Verdammt,NOV,0,3,10
カラルの月 Verdammt Remix,Verdammt,ADV,1,7,13
カラルの月 Verdammt Remix,Verdammt,EXH,2,12,22
C18H27NO3,Team Grimoire,NOV,0,6,14
C18H27NO3,Team Grimoire,ADV,1,10,11
C18H27NO3,Team Grimoire,EXH,2,16,12
C18H27NO3,Team Grimoire,HVN,6,18,8
アルストロメリア KURO-HACO Remix,kuroburger,NOV,0,4,10
アルストロメリア KURO-HACO Remix,kuroburger,ADV,1,10,11
アルストロメリア KURO-HACO Remix,kuroburger,EXH,2,15,17
悪いところがひとつもない！,臨界モスキー党,NOV,0,3,10
悪いところがひとつもない！,臨界モスキー党,ADV,1,9,9
悪いところがひとつもない！,臨界モスキー党,EXH,2,14,23
殯,かねこちはる,NOV,0,3,8
殯,かねこちはる,ADV,1,7,8
殯,かねこちはる,EXH,2,13,16
迷妄少年と小世界(EXIT TUNES),164 feat. GUMI,NOV,0,3,9
迷妄少年と小世界(EXIT TUNES),164 feat. GUMI,ADV,1,8,8
迷妄少年と小世界(EXIT TUNES),164 feat. GUMI,EXH,2,13,18
HAELEQUIN,orangentle / Yu_Asahina,NOV,0,5,11
HAELEQUIN,orangentle / Yu_Asahina,ADV,1,11,4
HAELEQUIN,orangentle / Yu_Asahina,EXH,2,17,11
ネトゲ廃人シュプレヒコール(EXIT TUNES),さつき が てんこもり,NOV,0,3,10
ネトゲ廃人シュプレヒコール(EXIT TUNES),さつき が てんこもり,ADV,1,9,7
ネトゲ廃人シュプレヒコール(EXIT TUNES),さつき が てんこもり,EXH,2,14,48
トリノコシティ(EXIT TUNES),40mP,NOV,0,2,16
トリノコシティ(EXIT TUNES),40mP,ADV,1,7,9
トリノコシティ(EXIT TUNES),40mP,EXH,2,12,50
つぶやき魔法少女りむる,DJ SHARPNEL feat. みらい,NOV,0,5,8
つぶやき魔法少女りむる,DJ SHARPNEL feat. みらい,ADV,1,10,6
つぶやき魔法少女りむる,DJ SHARPNEL feat. みらい,EXH,2,16,12
HΨ=世界創造=EΨ(EXIT TUNES),"黒猫アンティーク feat.IA,GUMI",NOV,0,3,9
HΨ=世界創造=EΨ(EXIT TUNES),"黒猫アンティーク feat.IA,GUMI",ADV,1,7,9
HΨ=世界創造=EΨ(EXIT TUNES),"黒猫アンティーク feat.IA,GUMI",EXH,2,12,16
Joyeuse,ke-ji,NOV,0,4,11
Joyeuse,ke-ji,ADV,1,10,6
Joyeuse,ke-ji,EXH,2,17,6
Joyeuse,ke-ji,VVD,7,18,3
サヨナラデイズ,七誌,NOV,0,2,15
サヨナラデイズ,七誌,ADV,1,9,9
サヨナラデイズ,七誌,EXH,2,12,16
Survival Games (Hommarju Remix),Hommarju,NOV,0,3,15
Survival Games (Hommarju Remix),Hommarju,ADV,1,9,5
Survival Games (Hommarju Remix),Hommarju,EXH,2,13,12
Sakura Reflection 音頭 -盆踊Remix-,源屋,NOV,0,4,13
Sakura Reflection 音頭 -盆踊Remix-,源屋,ADV,1,9,8
Sakura Reflection 音頭 -盆踊Remix-,源屋,EXH,2,13,20
GEROL,Hommarju,NOV,0,5,9
GEROL,Hommarju,ADV,1,11,3
GEROL,Hommarju,EXH,2,16,10
OVERDRIVERS,P*Light feat. mow*2,NOV,0,4,8
OVERDRIVERS,P*Light feat. mow*2,ADV,1,10,11
OVERDRIVERS,P*Light feat. mow*2,EXH,2,14,80
え？あぁ、そう。(EXIT TUNES),蝶々P,NOV,0,4,9
え？あぁ、そう。(EXIT TUNES),蝶々P,ADV,1,9,12
え？あぁ、そう。(EXIT TUNES),蝶々P,EXH,2,12,71
いーあるふぁんくらぶ(EXIT TUNES),みきとP,NOV,0,3,15
いーあるふぁんくらぶ(EXIT TUNES),みきとP,ADV,1,7,14
いーあるふぁんくらぶ(EXIT TUNES),みきとP,EXH,2,13,37
いーあるふぁんくらぶ(EXIT TUNES),みきとP,GRV,5,16,39
BabeL ～Next Story～,Power Of Nature,NOV,0,5,6
BabeL ～Next Story～,Power Of Nature,ADV,1,10,2
BabeL ～Next Story～,Power Of Nature,EXH,2,17,3
華陽炎-Hana Kagerou-,源屋 feat.Kuroa*,NOV,0,3,10
華陽炎-Hana Kagerou-,源屋 feat.Kuroa*,ADV,1,10,3
華陽炎-Hana Kagerou-,源屋 feat.Kuroa*,EXH,2,14,17
HAPPY HEART BEAT,ヒゲドライバー,NOV,0,4,9
HAPPY HEART BEAT,ヒゲドライバー,ADV,1,8,9
HAPPY HEART BEAT,ヒゲドライバー,EXH,2,14,19
獣性オーバーフロウ,PROCYON KNIGHTS PROJECT,NOV,0,3,9
獣性オーバーフロウ,PROCYON KNIGHTS PROJECT,ADV,1,10,4
獣性オーバーフロウ,PROCYON KNIGHTS PROJECT,EXH,2,15,27
少年は空を辿る Prog Piano Remix,とろまる,NOV,0,5,9
少年は空を辿る Prog Piano Remix,とろまる,ADV,1,9,5
少年は空を辿る Prog Piano Remix,とろまる,EXH,2,16,14
少年は空を辿る Prog Piano Remix,とろまる,GRV,5,17,2
音楽 -resolve-,Yu_Asahina,NOV,0,6,4
音楽 -resolve-,Yu_Asahina,ADV,1,11,1
音楽 -resolve-,Yu_Asahina,EXH,2,17,10
音楽 -resolve-,Yu_Asahina,VVD,7,19,21
U.N.オーエンは彼女なのか？(TO-HOlic mix),C-Show,NOV,0,5,9
U.N.オーエンは彼女なのか？(TO-HOlic mix),C-Show,ADV,1,11,4
U.N.オーエンは彼女なのか？(TO-HOlic mix),C-Show,EXH,2,16,25
モモンが門番ばんっ☆,ねこみりん feat.みゆ,NOV,0,5,11
モモンが門番ばんっ☆,ねこみりん feat.みゆ,ADV,1,9,9
モモンが門番ばんっ☆,ねこみりん feat.みゆ,EXH,2,15,21
#Fairy_dancing_in_lake,uno(IOSYS),NOV,0,3,18
#Fairy_dancing_in_lake,uno(IOSYS),ADV,1,11,22
